# Text,Tint synthetic,Qhvac,Qsun - step=1800s
-2.000000000000000000e+00 4.119175785283184510e+00 1.200000000000000000e+01 6.046601543157090752e-01
-2.000000000000000000e+00 4.090605356885773425e+00 1.000000000000000000e+01 7.464349809770588484e-01
-1.000000000000000000e+00 4.062167052412872792e+00 1.000000000000000000e+01 7.068102550229959924e-01
0.000000000000000000e+00 4.053511455551316978e+00 1.000000000000000000e+01 2.179705372261586671e-02
0.000000000000000000e+00 4.063918296223461013e+00 9.000000000000000000e+00 9.329712133665093443e-01
1.000000000000000000e+00 4.073234029726394922e+00 9.000000000000000000e+00 6.612881521883847702e-01
1.000000000000000000e+00 4.100964951396917968e+00 1.000000000000000000e+01 8.081459589869768312e-01
2.000000000000000000e+00 4.127367212760304938e+00 9.000000000000000000e+00 1.976302626746292423e-01
2.000000000000000000e+00 4.171379640785781717e+00 9.000000000000000000e+00 4.806748392366781975e-01
2.000000000000000000e+00 4.213289818484243554e+00 1.100000000000000000e+01 2.541864763088130807e-01
2.000000000000000000e+00 4.253566304515383756e+00 8.000000000000000000e+00 2.774369825719209643e+02
2.000000000000000000e+00 4.291419647874026744e+00 8.000000000000000000e+00 4.407848026641900105e+02
2.000000000000000000e+00 4.327585114412321410e+00 1.000000000000000000e+01 6.583859756158111622e+02
2.000000000000000000e+00 4.362597862673834648e+00 8.000000000000000000e+00 9.245411138389973758e+02
2.000000000000000000e+00 4.395836813142677713e+00 -4.000000000000000000e+00 1.220572511101093369e+03
2.000000000000000000e+00 4.425561824688961643e+00 -2.000000000000000000e+00 1.514930256793932813e+03
0.000000000000000000e+00 4.454713949186183797e+00 -4.000000000000000000e+00 1.767719663786366937e+03
0.000000000000000000e+00 4.444103527672214504e+00 -3.000000000000000000e+00 1.939214478385412121e+03
0.000000000000000000e+00 4.434362857877616193e+00 -3.000000000000000000e+00 2.000000000000000000e+03
0.000000000000000000e+00 4.425288045272222526e+00 -2.000000000000000000e+00 1.939214478385412121e+03
0.000000000000000000e+00 4.417021024834464349e+00 -3.000000000000000000e+00 1.767719663786366937e+03
0.000000000000000000e+00 4.409079049682925522e+00 -3.000000000000000000e+00 1.514930256793932813e+03
0.000000000000000000e+00 4.401544003390561954e+00 -3.000000000000000000e+00 1.220572511101093369e+03
0.000000000000000000e+00 4.394286789116024217e+00 -3.000000000000000000e+00 9.245411138389973758e+02
1.000000000000000000e+00 4.387183091989547812e+00 -3.000000000000000000e+00 6.583859756158111622e+02
1.000000000000000000e+00 4.399395093763991405e+00 -4.000000000000000000e+00 4.407848026641900105e+02
0.000000000000000000e+00 4.410674628955594478e+00 -2.000000000000000000e+00 2.774369825719209643e+02
0.000000000000000000e+00 4.402303588298542181e+00 -3.000000000000000000e+00 1.641699972477975962e+02
0.000000000000000000e+00 4.393649363603344682e+00 -3.000000000000000000e+00 9.133030922126044970e+01
1.000000000000000000e+00 4.384888559773188810e+00 -4.000000000000000000e+00 3.081902151629604125e-01
0.000000000000000000e+00 4.395069317558460753e+00 -4.000000000000000000e+00 2.263961503573896916e-02
0.000000000000000000e+00 4.385156815665011365e+00 -3.000000000000000000e+00 4.358875532785175810e-01
0.000000000000000000e+00 4.375348607454931482e+00 -1.000000000000000000e+00 1.433658061043032728e-01
0.000000000000000000e+00 4.365834382369067512e+00 -2.000000000000000000e+00 8.655152670455301678e-01
0.000000000000000000e+00 4.356027675280188305e+00 -1.000000000000000000e+00 1.940491648008488834e-01
0.000000000000000000e+00 4.346325578978759374e+00 -3.000000000000000000e+00 1.177607814698911071e-02
0.000000000000000000e+00 4.336148539308534389e+00 -3.000000000000000000e+00 9.015154965136598086e-01
0.000000000000000000e+00 4.325901233549863889e+00 -2.000000000000000000e+00 1.079056336330949106e-01
0.000000000000000000e+00 4.315779819589359079e+00 -2.000000000000000000e+00 3.774907684790950180e-01
0.000000000000000000e+00 4.305588695444099834e+00 -2.000000000000000000e+00 7.125206857060040200e-02
0.000000000000000000e+00 4.295331860704907356e+00 -1.000000000000000000e+00 7.821061020404556086e-01
0.000000000000000000e+00 4.285205858214736985e+00 -4.000000000000000000e+00 6.217807344533766711e-01
0.000000000000000000e+00 4.274437767879467387e+00 -3.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.263822682575655776e+00 -2.000000000000000000e+00 3.615429404085851450e-01
0.000000000000000000e+00 4.253356261657999404e+00 -1.000000000000000000e+00 5.156648404459718282e-01
0.000000000000000000e+00 4.243034251349682151e+00 -3.000000000000000000e+00 8.070374193283972319e-01
0.000000000000000000e+00 4.232275668424815507e+00 -2.000000000000000000e+00 3.843187352611801000e-01
0.000000000000000000e+00 4.221675447877768050e+00 -1.000000000000000000e+00 1.880646362198284960e-01
0.000000000000000000e+00 4.211228807285749554e+00 -3.000000000000000000e+00 3.694357429227826950e-01
1.000000000000000000e+00 4.200354348148298556e+00 -3.000000000000000000e+00 8.332314994378295925e-01
1.000000000000000000e+00 4.208724489160223570e+00 -3.000000000000000000e+00 2.405837381736716241e-01
1.000000000000000000e+00 4.216369961238835451e+00 -3.000000000000000000e+00 2.869740980312092127e-01
1.000000000000000000e+00 4.223320524845416202e+00 -3.000000000000000000e+00 2.518387381702648087e-01
1.000000000000000000e+00 4.229604731525773431e+00 -3.000000000000000000e+00 8.246984953324222323e-01
1.000000000000000000e+00 4.235250235866244495e+00 -3.000000000000000000e+00 2.960414538601053858e-01
1.000000000000000000e+00 4.240283175306871932e+00 -4.000000000000000000e+00 8.313596281833337542e-01
1.000000000000000000e+00 4.244536745780995268e+00 -2.000000000000000000e+00 7.794555716152310465e-01
1.000000000000000000e+00 4.248619550292793257e+00 -3.000000000000000000e+00 5.993634290435363443e-01
2.000000000000000000e+00 4.251962853659393637e+00 -2.000000000000000000e+00 1.549421968365030100e-01
1.000000000000000000e+00 4.274251029157459136e+00 -2.000000000000000000e+00 2.774369825719209643e+02
2.000000000000000000e+00 4.276170961892772127e+00 -2.000000000000000000e+00 4.407848026641900105e+02
1.000000000000000000e+00 4.297070385465686648e+00 -2.000000000000000000e+00 6.583859756158111622e+02
1.000000000000000000e+00 4.297803567012735471e+00 -3.000000000000000000e+00 9.245411138389973758e+02
2.000000000000000000e+00 4.298287095308853445e+00 -3.000000000000000000e+00 1.220572511101093369e+03
1.000000000000000000e+00 4.318106237600085606e+00 -4.000000000000000000e+00 1.514930256793932813e+03
1.000000000000000000e+00 4.317937427162049424e+00 -2.000000000000000000e+00 1.767719663786366937e+03
0.000000000000000000e+00 4.318453196361201840e+00 -2.000000000000000000e+00 1.939214478385412121e+03
0.000000000000000000e+00 4.300037344358504043e+00 -3.000000000000000000e+00 2.000000000000000000e+03
0.000000000000000000e+00 4.282477814338946587e+00 -3.000000000000000000e+00 1.939214478385412121e+03
0.000000000000000000e+00 4.265908702009018505e+00 -3.000000000000000000e+00 1.767719663786366937e+03
0.000000000000000000e+00 4.250224361599243217e+00 -3.000000000000000000e+00 1.514930256793932813e+03
0.000000000000000000e+00 4.235292366014014043e+00 -2.000000000000000000e+00 1.220572511101093369e+03
0.000000000000000000e+00 4.221162187811594357e+00 -3.000000000000000000e+00 9.245411138389973758e+02
0.000000000000000000e+00 4.207304296745986605e+00 -3.000000000000000000e+00 6.583859756158111622e+02
0.000000000000000000e+00 4.193798365252508376e+00 -2.000000000000000000e+00 4.407848026641900105e+02
0.000000000000000000e+00 4.180740025812364813e+00 -2.000000000000000000e+00 2.774369825719209643e+02
0.000000000000000000e+00 4.167857738862386086e+00 -3.000000000000000000e+00 1.641699972477975962e+02
0.000000000000000000e+00 4.154909838353112228e+00 -2.000000000000000000e+00 9.133030922126044970e+01
0.000000000000000000e+00 4.142256544128130713e+00 -2.000000000000000000e+00 6.824491227867501841e-02
0.000000000000000000e+00 4.129660350479592346e+00 -4.000000000000000000e+00 5.217428396612658892e-01
0.000000000000000000e+00 4.116735835870677818e+00 -2.000000000000000000e+00 1.598950535574141796e-01
0.000000000000000000e+00 4.104265948356600191e+00 -2.000000000000000000e+00 7.778075190763724667e-01
0.000000000000000000e+00 4.091850049508889420e+00 -3.000000000000000000e+00 3.113634288601151434e-01
0.000000000000000000e+00 4.079294791197314751e+00 -4.000000000000000000e+00 5.602620493930235979e-01
0.000000000000000000e+00 4.066606834275027893e+00 -1.000000000000000000e+00 5.416517695889421224e-01
0.000000000000000000e+00 4.054561731143499159e+00 -4.000000000000000000e+00 7.420058174235533155e-02
0.000000000000000000e+00 4.041981931063974187e+00 -2.000000000000000000e+00 9.479841748240147581e-01
0.000000000000000000e+00 4.029851085263125299e+00 -3.000000000000000000e+00 7.939150063472142360e-01
0.000000000000000000e+00 4.017576145251365638e+00 -3.000000000000000000e+00 3.474560132592398043e-01
0.000000000000000000e+00 4.005355988404658341e+00 -2.000000000000000000e+00 1.633129778385469244e-01
0.000000000000000000e+00 3.993381948792233516e+00 -3.000000000000000000e+00 2.488410790091500902e-01
0.000000000000000000e+00 3.981261171573285296e+00 -3.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.969192703811402545e+00 -3.000000000000000000e+00 1.480001787510903943e-01
0.000000000000000000e+00 3.957175778854243653e+00 -4.000000000000000000e+00 4.187402076722919197e-01
-1.000000000000000000e+00 3.945017388482889409e+00 -4.000000000000000000e+00 2.255007950426788366e-01
-1.000000000000000000e+00 3.913646566874593447e+00 -4.000000000000000000e+00 3.792706342289708932e-02
-1.000000000000000000e+00 3.883033568344256281e+00 -2.000000000000000000e+00 5.033879303169108699e-01
-1.000000000000000000e+00 3.853534697330037062e+00 -5.000000000000000000e+00 1.805512948688592356e-02
-1.000000000000000000e+00 3.824146037065080161e+00 -3.000000000000000000e+00 6.287158832283333831e-01
0.000000000000000000e+00 3.795825818792226691e+00 -4.000000000000000000e+00 9.587293413537737452e-01
0.000000000000000000e+00 3.787226678962157589e+00 -3.000000000000000000e+00 3.297417695005407934e-01
0.000000000000000000e+00 3.778745014848035932e+00 -3.000000000000000000e+00 9.695222485999666073e-02
0.000000000000000000e+00 3.770185199180283497e+00 -3.000000000000000000e+00 4.827040146180537894e-01
0.000000000000000000e+00 3.761551665860312532e+00 -4.000000000000000000e+00 8.914278815162840486e-01
0.000000000000000000e+00 3.752656363645316517e+00 -2.000000000000000000e+00 8.436151607545470110e-01
0.000000000000000000e+00 3.744087536755141610e+00 -5.000000000000000000e+00 9.445673832390001357e-01
0.000000000000000000e+00 3.734872370330178715e+00 -2.000000000000000000e+00 3.097229588565462155e-01
0.000000000000000000e+00 3.726190583543009804e+00 -3.000000000000000000e+00 7.412178989638745774e-01
0.000000000000000000e+00 3.717253839519301550e+00 -2.000000000000000000e+00 2.774369825719209643e+02
-1.000000000000000000e+00 3.708563804186751245e+00 -3.000000000000000000e+00 4.407848026641900105e+02
-1.000000000000000000e+00 3.680519949966942761e+00 -2.000000000000000000e+00 6.583859756158111622e+02
-1.000000000000000000e+00 3.653565421537683378e+00 -1.000000000000000000e+00 9.245411138389973758e+02
-1.000000000000000000e+00 3.627760016187428160e+00 -3.000000000000000000e+00 1.220572511101093369e+03
-1.000000000000000000e+00 3.602595372709899380e+00 -3.000000000000000000e+00 1.514930256793932813e+03
-1.000000000000000000e+00 3.578543172944033124e+00 -5.000000000000000000e+00 1.767719663786366937e+03
-1.000000000000000000e+00 3.555271387056295307e+00 -3.000000000000000000e+00 1.939214478385412121e+03
-1.000000000000000000e+00 3.533583139859775013e+00 -2.000000000000000000e+00 2.000000000000000000e+03
-1.000000000000000000e+00 3.513246514593231673e+00 -4.000000000000000000e+00 1.939214478385412121e+03
-1.000000000000000000e+00 3.493607269049673114e+00 -4.000000000000000000e+00 1.767719663786366937e+03
-1.000000000000000000e+00 3.474955590554547946e+00 9.000000000000000000e+00 1.514930256793932813e+03
-1.000000000000000000e+00 3.459655145142838339e+00 3.606000000000000000e+03 1.220572511101093369e+03
-1.000000000000000000e+00 4.136720448915693460e+00 2.479000000000000000e+03 9.245411138389973758e+02
-1.000000000000000000e+00 4.570963556762033697e+00 1.145000000000000000e+03 6.583859756158111622e+02
-1.000000000000000000e+00 4.731820495245900204e+00 3.689000000000000000e+03 4.407848026641900105e+02
-1.000000000000000000e+00 5.375517229285573961e+00 4.834000000000000000e+03 2.774369825719209643e+02
-1.000000000000000000e+00 6.214414910361683475e+00 2.512000000000000000e+03 1.641699972477975962e+02
-1.000000000000000000e+00 6.574246365832093986e+00 3.636000000000000000e+03 8.794877466106422181e-01
0.000000000000000000e+00 7.136089542575772882e+00 4.758000000000000000e+03 9.551510579898248032e-02
0.000000000000000000e+00 7.911089814771126605e+00 3.549000000000000000e+03 2.081730937506739432e-01
-1.000000000000000000e+00 8.423569438460758008e+00 2.493000000000000000e+03 5.649466724922602712e-01
-1.000000000000000000e+00 8.693790697832943337e+00 4.174000000000000000e+03 2.995435630275933292e-01
-1.000000000000000000e+00 9.276671328704747310e+00 3.564000000000000000e+03 5.931376481992080008e-01
-1.000000000000000000e+00 9.719626992390358211e+00 2.278000000000000000e+03 4.380171434081412407e-01
-1.000000000000000000e+00 9.898046985928823815e+00 4.205000000000000000e+03 3.288726087333883052e-01
-1.000000000000000000e+00 1.044001185533961618e+01 1.128000000000000000e+03 9.183108008027576208e-01
-1.000000000000000000e+00 1.036922960359888890e+01 2.250000000000000000e+03 7.945726140298896567e-01
-1.000000000000000000e+00 1.051677371590004739e+01 2.473000000000000000e+03 8.601005879991131531e-01
-1.000000000000000000e+00 1.070137016410091135e+01 5.630000000000000000e+02 4.912978919658304022e-01
-1.000000000000000000e+00 1.051139475926270173e+01 1.698000000000000000e+03 8.313108784939277074e-01
-1.000000000000000000e+00 1.054683317660460595e+01 3.575000000000000000e+03 1.510973032843236918e-01
-1.000000000000000000e+00 1.094172347446274074e+01 2.466000000000000000e+03 3.822167499200738172e-01
-1.000000000000000000e+00 1.110801685446494247e+01 2.235000000000000000e+03 2.706990270729479064e-01
